query_id,query,query_type,label
440,What are the instances of computers and when were they last retrieved from wikidata?,opts,-1
441,What are some additional properties of genes in Wikidata?,opts,-1
442,What are the instances of songs and their corresponding performers (if they have one) on Wikidata?,opts,-1
443,What images are available for elephants on Wikidata?,opts,-1
444,What are the names of plants in Wikidata?,opts,-1
445,"What companies have an official website, and what is the country and base salary information for these companies (if available)?",opts,-1
446,"What are the ISO 4217 codes for currencies in Wikidata, including any titles that may not be found?",opts,-1
447,What are the administrative territorial entities where mines are located and what are their coordinate locations?,opts,-1
448,"What are the instances of statutes and what are their corresponding dates of birth, sex or gender, and country of citizenship (if available)?",opts,-1
449,What are some concept cars and do they have images available?,opts,-1
450,What mountains are located in Germany?,opts,-1
451,What mountains and their countries are listed in Wikidata?,opts,-1
452,What are the countries of mountains?,opts,-1
453,"What are the different attributes of mountains in Wikidata, such as country, continent, part of, named after, located in the administrative territorial entity, located in/on physical feature, coordinate location, made from material, and topographic prominence?",opts,-1
454,What are the elevations above sea level and administrative locations of mountains?,opts,-1
455,"What are the instances of mountains with their corresponding elevation, coordinate location, image, and located administrative entity in Wikidata?",opts,-1
456,"What are the administrative territorial entities in which coal mines are located, along with their coordinate locations?",opts,-1
457,What is the instance of Dédestapolcsány and what is its coordinate location?,opts,-1
458,"What are the instances, publication dates, and series information of works authored by Machado de Assis in Wikidata?",opts,-1
459,"What instances are associated with Elisabeth Freeman, and what are their publication dates and series information (if available)?",opts,-1
460,What works are authored by Paul Blanshard?,opts,-1
461,"What are the instances of administrative territorial entities in Kenya that are constituencies of the National Assembly, along with their inception and end time, if applicable?",opts,-1
462,"What are the instances of constituencies of the National Assembly of Kenya, along with their administrative territorial entities, inception dates, and end times if available?",opts,-1
463,What are the instances of an entity that has a brand name associated with it?,opts,-1
464,What are all the instances of a specific entity located in or having a location in Genoa?,opts,-1
465,What are all instances and optional images for each instance in Wikidata?,opts,-1
466,"What are the instances of the entity represented by ?x1, and optionally, what other instances does ?x1 belong to?",opts,-1
467,What is the instance of the subject?,opts,-1
468,What are the instances of the items in Wikidata and do they have an image associated with them?,opts,-1
469,What are the DOI and potential PubMed IDs of the entities in Wikidata?,opts,-1
470,What are the dates of birth and death of companions of the Prophet in Wikidata?,opts,-1
471,What is part of the Welsh Landscape Collection and what are its associated properties?,opts,-1
472,"What are some details about the parts of the Kyiv Metro system, including their coordinates, official opening dates, Commons categories, and connecting lines?",opts,-1
473,"What are some entities that are part of the German colonial empire, along with their respective parent entities and instances?",opts,-1
474,"What are the parts, monument IDs, and coordinate locations associated with the New Dutch Waterline and its related entities in Wikidata?",opts,-1
475,What countries are part of Europe?,opts,-1
476,What are the parts of the German colonial empire and their hierarchical relationships?,opts,-1
477,"What are the capitals and their coordinate locations in wikidata along with their end times, if available?",opts,-1
478,"What are the astronomical bodies that have the Sun as their parent astronomical body, and is there information about their parent astronomical bodies as well?",opts,-1
479,What are the date of birth and date of death of individuals who held the position of Fatimid Caliph?,opts,-1
480,What are the positions held by members of the French National Assembly and what are their dates of birth (if known)?,opts,-1
481,What is the place of birth of the members of the 5th National Assembly for Wales?,opts,-1
482,"What are the details of the President of Haiti, including their gender, date of birth, image, place of birth, date of death, place of death, manner of death, spouse, occupation, position held, awards received, education, and political party affiliation?",opts,-1
483,"Who are the children of William I, German Emperor and their descendants?",opts,-1
484,Which entities share a border with Digne-les-Bains and what are their coordinates?,opts,-1
485,"What is the Swedish Portrait Archive ID, child, and image of the subject?",opts,-1
486,"What are some entities that have a country of origin in France, and what are some countries that they share borders with, if any?",opts,-1
487,What are the given and family names of the discoverers or inventors from Germany?,opts,-1
488,"What are the items with a country of origin that is the United States of America, and what are their publication dates (if available)?",opts,-1
489,"What are the coordinates, place of birth, height, mass, and sport number of members of the sports team FC Metz?",opts,-1
490,What are the personal details of the individuals who are members of the sports team FC Metz?,opts,-1
491,What are the birthplaces of the members of Paris Saint-Germain F.C. and where are they located?,opts,-1
492,Who is a member of the Argentina national association football team?,opts,-1
493,What are the dates of birth and death for individuals that have corresponding names in Wikidata?,opts,-1
494,What is the image of a film directed by Niki Lindroth von Bahr?,opts,-1
495,"What are the coordinate locations of items in Wikidata, and for those items that have images, what are the images associated with them?",opts,-1
496,What images are available for players in the sport of association football on Wikidata?,opts,-1
497,"What are the main subjects of articles that reference comfort women, and, if available, when were these articles published?",opts,-1
498,What faculties are located in Poland?,opts,-1
1,What buildings are located near the Sale coordinate location?,c2rpqs,-1
2,What airports are located in San Sebastián?,c2rpqs,-1
3,What is the field of the occupation of Nikki Havenaar?,c2rpqs,-1
4,Which airports are located in Tranzault?,c2rpqs,-1
5,What are the coordinates of airports in Mumbai?,c2rpqs,-1
6,What are the parts of the United States House of Representatives?,c2rpqs,-1
7,What field is Herman Badillo's occupation a subclass of?,c2rpqs,-1
8,"What schools are located in Kerala, India?",c2rpqs,-1
9,What field is Janet Jackson's occupation a part of?,c2rpqs,-1
10,What schools are located in Jalisco and Hidalgo?,c2rpqs,-1
11,What schools are located between Laval and Montreal?,c2rpqs,-1
12,Who is the head of state of France?,c2rpqs,-1
13,What schools are located in Texas and Hidalgo with their respective coordinates?,c2rpqs,-1
14,What are the coordinates of libraries in Kisangani?,c2rpqs,-1
15,What are the coordinates of archaeological sites in Le Mans?,c2rpqs,-1
16,What are the coordinates of airports located in Brno?,c2rpqs,-1
17,What are the coordinates of the Rivière aux Rats that flows into the Saint-Maurice river?,c2rpqs,-1
18,Which airports have coordinates located near Rivière L'Assomption?,c2rpqs,-1
19,What are the coordinates of Rivière L'Assomption and all airports?,c2rpqs,-1
20,What are the coordinates of airports located in Pachuca?,c2rpqs,-1
21,Which airports are located near Fukushima?,c2rpqs,-1
22,What are the coordinates of schools located in San Jose and Sacramento?,c2rpqs,-1
23,What are the coordinates of San Jose and Sacramento and what are some villages?,c2rpqs,-1
24,What schools are located between San Jose and San Francisco?,c2rpqs,-1
25,What are the coordinates of schools in San Jose?,c2rpqs,-1
26,What are the coordinates of human settlements located in or near Houston?,c2rpqs,-1
27,What are the coordinates of airports located in Hanover?,c2rpqs,-1
28,What businesses are located in Hanover?,c2rpqs,-1
29,What are the coordinates of libraries located in Hanover?,c2rpqs,-1
30,What are the coordinates of mines located in Hanover?,c2rpqs,-1
31,What are the coordinate locations of subterranea places in Hanover?,c2rpqs,-1
32,What are the coordinates of Munich and what is the category that includes GLAM?,c2rpqs,-1
33,What are the coordinates of airports in Munich?,c2rpqs,-1
34,What are the coordinate locations of GLAM entities that are instances of or subclasses of Munich?,c2rpqs,-1
35,What are the coordinates of roads in Dresden?,c2rpqs,-1
36,What are the coordinates of airports in Vienna?,c2rpqs,-1
37,What are the coordinates of airports in Copenhagen?,c2rpqs,-1
38,What schools are located in the cities of Helsinki and Tampere?,c2rpqs,-1
39,What are the coordinates of airports in Dublin?,c2rpqs,-1
40,What airports are located in Germany?,c2rpqs,-1
41,What factories are located between Ottawa and Cornwall?,c2rpqs,-1
42,What are the coordinate locations of power stations in Cergy?,c2rpqs,-1
43,What are the coordinate locations of bridges in Perth?,c2rpqs,-1
44,Which schools are located between Tuusula and Espoo?,c2rpqs,-1
45,What are the coordinates of libraries in Rome?,c2rpqs,-1
46,What are the archaeological sites located in the vicinity of Rome?,c2rpqs,-1
47,What are the coordinate locations of architectural structures in Nashville?,c2rpqs,-1
48,What is the field of occupation of André Grosjean?,c2rpqs,-1
49,What is the geographic location of Pleinfeld?,c2rpqs,-1
50,What is the coordinate location of Indonesia and which islands does it belong to?,c2rpqs,-1
51,What is the field of occupation of Christophe Caresche?,c2rpqs,-1
52,What are the coordinates of airports located in Paderborn?,c2rpqs,-1
53,"What is the location coordinates of Göttingen, and what are some instances of or subclasses of mines in Wikidata?",c2rpqs,-1
54,What are the coordinates of schools in the United States of America?,c2rpqs,-1
55,What field is Henry Martin's occupation in?,c2rpqs,-1
56,What field is Nakaoka Shintarō's occupation a part of?,c2rpqs,-1
57,What is the occupation of Stéphane Dujarric and what field does this occupation belong to?,c2rpqs,-1
58,What are the coordinates of airports in Colombia?,c2rpqs,-1
59,What thoroughfares are located in Leeds?,c2rpqs,-1
60,What are the tourist attractions located in Burbank?,c2rpqs,-1
61,"What are the coordinates of Gallarate and Varese, and what are some record labels?",c2rpqs,-1
62,What is the field of occupation of Marloes Coenen?,c2rpqs,-1
63,What is the coordinate location of airports in Sofia?,c2rpqs,-1
64,What businesses are located in Alfeld?,c2rpqs,-1
65,What are the coordinates of mines located in Alfeld?,c2rpqs,-1
66,What factories are located in Alfeld?,c2rpqs,-1
67,What record labels have their headquarters in Milan and Varese?,c2rpqs,-1
68,What are the coordinates of airports in Milan?,c2rpqs,-1
69,What are the airports located in <city>?,c2rpqs,-1
70,What field is Trinko Keen's occupation related to?,c2rpqs,-1
71,What is the coordinate location of the airport in Katrineholm?,c2rpqs,-1
72,What are the coordinates of airports in New York City?,c2rpqs,-1
73,What record labels are located in Varese?,c2rpqs,-1
74,What field is Joseph W. Ashy's occupation in?,c2rpqs,-1
75,What are the coordinate locations of airports in Berlin?,c2rpqs,-1
76,What is the coordinate location of Berlin in electoral units?,c2rpqs,-1
77,What are the cultural properties located near Berlin's coordinates?,c2rpqs,-1
78,What are the cultural heritage sites located within the coordinates of Berlin?,c2rpqs,-1
79,What parks are located near Berlin?,c2rpqs,-1
80,What is the location of all castles that are instances or subclasses of castles in Berlin?,c2rpqs,-1
81,What is the location of Berlin?,c2rpqs,-1
82,What museums are located near the coordinates of Berlin?,c2rpqs,-1
83,What are the coordinates of schools in Berlin?,c2rpqs,-1
84,What are the coordinates of universities in Berlin?,c2rpqs,-1
85,What is the coordinate location of cities that are instances of or subclasses of Berlin?,c2rpqs,-1
86,What are the coordinates of Berlin and who are all the individuals that are instances or subclasses of humans?,c2rpqs,-1
87,Where is the location of Berlin in terms of its coordinates?,c2rpqs,-1
88,What are the coordinate locations of manor houses in Berlin?,c2rpqs,-1
89,What is the coordinate location of Berlin and what are the instances or subclasses of an entity with an unknown title?,c2rpqs,-1
90,What are the coordinates of manor houses in Berlin?,c2rpqs,-1
91,What are the coordinates of manor houses located in Berlin?,c2rpqs,-1
92,What schools are located in India?,c2rpqs,-1
93,What are the coordinates of airports in India?,c2rpqs,-1
94,What are the coordinates of airports located in Bern?,c2rpqs,-1
95,What field does Paul Schütze work in?,c2rpqs,-1
96,What are the coordinates of airports located in Amsterdam?,c2rpqs,-1
97,What are the airports located near Eastleigh?,c2rpqs,-1
98,What field is Robert Schumann known for in his occupation?,c2rpqs,-1
99,What field is Rudy Pérez's occupation a part of?,c2rpqs,-1
100,What field is Segundo Mercado's occupation a subclass of?,c2rpqs,-1
101,What are the coordinates of watercourses located in Novosibirsk?,c2rpqs,-1
102,What is the field of occupation of Ernst Maria Lieber?,c2rpqs,-1
103,What airports are located at the coordinate location of Paris?,c2rpqs,-1
104,What schools are located near the coordinates of Paris?,c2rpqs,-1
105,"What is the jurisdiction to which Dutch municipal coat of arms applies, and what type of human settlement does this jurisdiction belong to?",c2rpqs,-1
106,What are the families of all taxa within the Lepidoptera order?,c2rpqs,-1
107,What species of insects belong to the taxonomic rank of species?,c2rpqs,-1
108,Which species are in the taxonomic family Meropidae?,c2rpqs,-1
109,Which species belong to the taxonomic rank of species and are descendants of the Heron taxon?,c2rpqs,-1
110,What are the species that are part of the taxonomic hierarchy of sunbirds?,c2rpqs,-1
111,What are the subcategories of the Ploceidae taxonomic family in Wikidata?,c2rpqs,-1
112,What are the children species of the family Otididae?,c2rpqs,-1
113,What are the species that belong to the taxonomic family of Phasianidae?,c2rpqs,-1
114,Which species of hornbill is a subspecies of another species?,c2rpqs,-1
115,What are the species that belong to the taxonomic family Alcidae?,c2rpqs,-1
116,What are the parent taxa of species within the Emberizidae family?,c2rpqs,-1
117,Which species belong to the taxonomic family Hirundinidae?,c2rpqs,-1
118,What are the species that are part of the taxonomic family Formicariidae?,c2rpqs,-1
119,What are the species that belong to the taxonomic family Petroicidae?,c2rpqs,-1
120,What are the species of plants that belong to the same taxonomic hierarchy with their parent taxa and grandparent taxa?,c2rpqs,-1
121,What are the species and their parent taxa in Wikidata?,c2rpqs,-1
122,"What is the taxon rank, parent taxon, and taxon name of all members of the Pteropodidae family?",c2rpqs,-1
123,What are the taxa that are ranked below Theria and their corresponding parent taxa?,c2rpqs,-1
124,What rank and parent taxon does a Carnivora belong to?,c2rpqs,-1
125,What are the taxon ranks of subclasses that are part of parent taxa and also instances of taxons?,c2rpqs,-1
126,What are the taxonomic ranks and parent taxa of Theria and its subgroups?,c2rpqs,-1
127,What are the taxonomic ranks and parent taxa of Theria?,c2rpqs,-1
128,What taxonomic ranks are below Theria?,c2rpqs,-1
129,What are the taxonomic ranks of all taxa which are part of a higher taxon within Wikidata?,c2rpqs,-1
130,What are the ranks of taxa that are part of Theria and its parent taxa?,c2rpqs,-1
131,What are the parent taxa of mammals and their corresponding ranks in the taxonomic hierarchy?,c2rpqs,-1
132,What taxa have parent taxa that are also higher in rank?,c2rpqs,-1
133,What are some taxonomic ranks where one taxon is a parent of another taxon and the second taxon is a part of the first taxon?,c2rpqs,-1
134,What taxons are related to individuals who have the occupation of astronaut?,c2rpqs,-1
135,Which humans are librarians?,c2rpqs,-1
136,What male writers are recorded in Wikidata?,c2rpqs,-1
137,What writers were born in the Basque Country?,c2rpqs,-1
138,What writers were born in the Basque Country?,c2rpqs,-1
139,Who are the human chemists who have discovered or invented chemical substances?,c2rpqs,-1
140,What politicians born in England have held the position of Member of the Scottish Parliament?,c2rpqs,-1
141,What are the names of politicians who have held a position and have a native language name related to cancer?,c2rpqs,-1
142,What are the occupations of humans who are murderers?,c2rpqs,-1
143,What occupations are there where one occupation is a subclass of another occupation?,c2rpqs,-1
144,What are the female athletes who were born on a specific date?,c2rpqs,-1
145,What are the occupations of people who are citizens of the United States of America and are physiologists?,c2rpqs,-1
146,What are the names of the American mycologists?,c2rpqs,-1
147,What are the occupations of superheroes?,c2rpqs,-1
148,What are the occupations of humans who are creators?,c2rpqs,-1
149,What are the occupations of people who have occupations?,c2rpqs,-1
150,What are the occupations of people who have a specific subclass of occupation in Wikidata?,c2rpqs,-1
151,What are the occupations of individuals who belong to a particular subclass?,c2rpqs,-1
152,What are the occupations of superheroes?,c2rpqs,-1
153,What is the population of communes in France?,c2rpqs,-1
154,What is the population of municipalities?,c2rpqs,-1
155,What is the population of administrative territorial entities in Austria?,c2rpqs,-1
156,What is the population of the human settlements in Wikidata?,c2rpqs,-1
157,What is the population of cities?,c2rpqs,-1
158,What is the population of cities in Germany in Wikidata?,c2rpqs,-1
159,What is the population of cities located in the administrative territorial entity of Paris?,c2rpqs,-1
160,What is the population of administrative territorial entities in Wikidata?,c2rpqs,-1
161,What is the population and classification of the entities in Wikidata?,c2rpqs,-1
162,What are the populations and countries of airports with IATA airport codes and coordinate locations in Wikidata?,c2rpqs,-1
163,"What is the population, country, IATA airport code, and coordinate location of cities that have an airport?",c2rpqs,-1
164,"What is the population, location, country, area, and instance of a specific entity on Wikidata?",c2rpqs,-1
165,"What is the population, location, country, and area of administrative territorial entities in Wikidata?",c2rpqs,-1
166,What is the population of cities in each country?,c2rpqs,-1
167,"What is the population and area of administrative territorial entities in Austria, and what country do they belong to?",c2rpqs,-1
168,"What is the population, country, and ISO 3166-2 code of cities in Wikidata?",c2rpqs,-1
169,"What are the populations, countries, and coordinates of all cities in Wikidata?",c2rpqs,-1
170,"What is the population, country, and coordinate location of cities that are also federated states?",c2rpqs,-1
171,What is the population and area of cities on Wikidata?,c2rpqs,-1
172,What cities have a population and coordinates location in Wikidata?,c2rpqs,-1
173,What is the population of cities that belong to a sovereign state?,c2rpqs,-1
174,What is the population of cities?,c2rpqs,-1
175,What is the population of countries?,c2rpqs,-1
176,"What are the population, location, country, and area of federal states in Austria compared to districts in Austria?",c2rpqs,-1
177,What is the population of cities in Germany?,c2rpqs,-1
178,What is the population of cities in Germany with their coordinates?,c2rpqs,-1
179,What is the population and gender distribution of instances or subclasses of a certain entity on Wikidata?,c2rpqs,-1
180,What is the population of cities that are instances of sovereign states?,c2rpqs,-1
181,What is the maximum capacity of cities located in Germany?,c2rpqs,-1
182,Which agents founded organizations in Israel?,c2rpqs,-1
183,What are the Grade I listed church buildings in the United Kingdom that are on the National Heritage List for England?,c2rpqs,-1
184,"What Grade I listed church buildings are located in the United Kingdom, specifically in administrative territorial entities registered on the National Heritage List for England?",c2rpqs,-1
185,What are the facets of events in a specific year or time period that are located in Canada?,c2rpqs,-1
186,What are the geographic locations of topics that are facets of the geography of the topics themselves?,c2rpqs,-1
187,What organizations are owned by whom?,c2rpqs,-1
188,What genes are associated with leukemia and physically interact with each other?,c2rpqs,-1
189,What human settlements are located in the administrative territorial entity of Genoa?,c2rpqs,-1
190,Which islands are located in the administrative territorial entity of Aceh and in which country are they located?,c2rpqs,-1
191,What structures are located in Edinburgh?,c2rpqs,-1
192,What human settlements have railway stations located in Berlin?,c2rpqs,-1
193,What streets are located in Paris?,c2rpqs,-1
194,What church buildings are located in Mayenne?,c2rpqs,-1
195,What museums are located in New York City?,c2rpqs,-1
196,What universities are located in which administrative territorial entities in Wikidata?,c2rpqs,-1
197,What libraries are located in Wales?,c2rpqs,-1
198,What libraries are located in Wales and who operates them?,c2rpqs,-1
199,What cultural properties in Toulouse have been designated as Historical Monuments?,c2rpqs,-1
200,"What municipalities are located in Baden-Württemberg, Germany with their coordinates?",c2rpqs,-1
201,What municipalities in Germany are located in Baden-Württemberg with their administrative territorial entity and coordinates?,c2rpqs,-1
202,"What are all the human settlements located in Baden-Württemberg, Germany with their respective coordinates?",c2rpqs,-1
203,Which administrative territorial entities in Germany have a geographic location with coordinates?,c2rpqs,-1
204,In which country is the administrative territorial entity located and what type of entity is it?,c2rpqs,-1
205,Which lighthouses are located in the administrative territorial entities within the Netherlands?,c2rpqs,-1
206,What administrative territorial entities are located in Kern County?,c2rpqs,-1
207,What administrative territorial entities are located within San Bernardino County?,c2rpqs,-1
208,What are the instances of administrative territorial entities located within El Dorado County?,c2rpqs,-1
209,What administrative territorial entities are located within Santa Barbara County?,c2rpqs,-1
210,What administrative territorial entities are located within Monroe County?,c2rpqs,-1
211,What administrative territorial entities are located in Albemarle County?,c2rpqs,-1
212,What administrative territorial entities are located in Anne Arundel County?,c2rpqs,-1
213,What is the administrative territorial entity in which Luzerne County is located and what type of administrative territorial entity is it?,c2rpqs,-1
214,Which administrative territorial entity is Lyon located in?,c2rpqs,-1
215,What are the architectural structures located in Tampere?,c2rpqs,-1
216,What churches are located in Parma?,c2rpqs,-1
217,What administrative divisions of Germany are located in territories contained within Hamburg?,c2rpqs,-1
218,What body of water is located in Lower Saxony and its administrative territorial entity?,c2rpqs,-1
219,What are the rural districts located in Lower Saxony?,c2rpqs,-1
220,What villages are located in Lower Saxony?,c2rpqs,-1
221,What administrative territorial entities are located within Valencia Province?,c2rpqs,-1
222,What human settlements are located in Baden-Württemberg with their administrative territorial entity and coordinate location?,c2rpqs,-1
223,What church buildings are located in Mayenne's administrative territorial entity?,c2rpqs,-1
224,What geographical features are located in an administrative territorial entity that is located within Pyrénées-Orientales?,c2rpqs,-1
225,"What are the archaeological sites located in administrative territorial entities within Spain, along with their images and coordinates?",c2rpqs,-1
226,In which municipalities in Spain are located in autonomous communities?,c2rpqs,-1
227,What cities in Germany are located in the administrative territorial entity of Baden-Württemberg?,c2rpqs,-1
228,What electoral units are located in the administrative territorial entity of South Korea where there is a council located as well?,c2rpqs,-1
229,What museums are located in administrative territorial entities in Russia?,c2rpqs,-1
230,What is the eye color of humans in Wikidata?,c2rpqs,-1
231,What post-hardcore musical groups are formed in Wales?,c2rpqs,-1
232,What asteroids are named after deities?,c2rpqs,-1
233,What entities are named after Alexander Grothendieck?,c2rpqs,-1
234,What Wikimedia infobox templates are related to Midden-Drenthe?,c2rpqs,-1
235,What are the cultural heritage monuments in Germany with coordinates located in Mecklenburg-Western Pomerania that are also classified as church buildings?,c2rpqs,-1
236,"What are the cultural heritage monuments in Germany that are church buildings located in Mecklenburg-Western Pomerania, and what are their coordinate locations?",c2rpqs,-1
237,What architectural heritage monuments are located in Bavaria?,c2rpqs,-1
238,"What architectural heritage monuments are located in Germany, specifically in Bavaria?",c2rpqs,-1
239,What is the official name of the ministries of the Kingdom of Italy?,c2rpqs,-1
240,What are the official names of cities in Germany?,c2rpqs,-1
241,What are the GeoNames IDs of geographic locations?,c2rpqs,-1
242,What films does Daniel Vernet appear in?,c2rpqs,-1
243,What are all the films that received an award from the National Film Registry?,c2rpqs,-1
244,What are the works created by Vincent van Gogh?,c2rpqs,-1
245,Which artists created paintings that are located in the United Kingdom and are members of the Royal Academy of Arts?,c2rpqs,-1
246,What paintings were created by artists from Sweden?,c2rpqs,-1
247,Which works of art were created by individuals born in Estonia and have a coordinate location listed?,c2rpqs,-1
248,What taxons are instances of the parent taxon Polyphaga?,c2rpqs,-1
249,What taxonomic groups are part of the Sarcopterygii clade?,c2rpqs,-1
250,What are the taxon names of the children of Panthera?,c2rpqs,-1
251,What are the instances or subclasses of occurrences that are related to France?,c2rpqs,-1
252,What are some architectural structures located in France in Wikidata?,c2rpqs,-1
253,Which billionaires are associated with the United Kingdom?,c2rpqs,-1
254,What cities have People's Republic of China as their country and have an official language?,c2rpqs,-1
255,What administrative territorial entities does the Kingdom of Hanover belong to?,c2rpqs,-1
256,What are all the geographic locations that are instances of or subclasses of countries located in Japan?,c2rpqs,-1
257,What are the geographic regions with coordinates located within Japan?,c2rpqs,-1
258,What are some occurrences that are associated with Germany?,c2rpqs,-1
259,What occurrences took place in Germany and at what start time and location did they occur?,c2rpqs,-1
260,Which cities are located in Belarus?,c2rpqs,-1
261,What villages are located in Estonia?,c2rpqs,-1
262,Which teams participated in association football matches involving Norway?,c2rpqs,-1
263,What are the power stations located in the Central Bohemian Region of the Czech Republic?,c2rpqs,-1
264,What are the remarkable trees located in the Žďár nad Sázavou District in the country of Czech Republic?,c2rpqs,-1
265,"What rivers in Hungary have images, lengths, and coordinates?",c2rpqs,-1
266,What rivers in Hungary have an image and a length?,c2rpqs,-1
267,What are the images of municipalities located in Spain?,c2rpqs,-1
268,What are the airports in Belgium?,c2rpqs,-1
269,What newspapers are based in Finland?,c2rpqs,-1
270,What are the geographic locations with coordinates in Sweden?,c2rpqs,-1
271,What are the authority control properties for items in Sweden on Wikidata?,c2rpqs,-1
272,What politicians were born in Poland?,c2rpqs,-1
273,What are the electoral units in Italy?,c2rpqs,-1
274,Which streets in the Netherlands are named after or occupied by painters and have a coordinate location?,c2rpqs,-1
275,What are all the educational organizations located in human settlements in India?,c2rpqs,-1
276,Which educational organizations are located in cities in India?,c2rpqs,-1
277,What hospitals are located in Myanmar?,c2rpqs,-1
278,What are the countries that have both cities and towns in Wikidata?,c2rpqs,-1
279,What countries have a geographic location?,c2rpqs,-1
280,What countries have cities?,c2rpqs,-1
281,What are the countries that have villages and cities?,c2rpqs,-1
282,What countries are considered part of a geographic region?,c2rpqs,-1
283,What are the official languages of the first-level administrative divisions in each country?,c2rpqs,-1
284,What countries in geographic regions have images available on Wikidata?,c2rpqs,-1
285,What are some food items with images and their corresponding countries and ISO 3166-1 alpha-2 codes?,c2rpqs,-1
286,What are all the lighthouses in France?,c2rpqs,-1
287,What are the association football clubs located in Poland?,c2rpqs,-1
288,What are the countries that have a coordinate location in the province of Afghanistan?,c2rpqs,-1
289,What countries are classified as a subclass of a specific entity in Wikidata?,c2rpqs,-1
290,What is the country of the entity?,c2rpqs,-1
291,Which universities are located in countries with a specific ISO 3166-2 code?,c2rpqs,-1
292,What are the countries that are first-level administrative divisions?,c2rpqs,-1
293,What countries have a geographical location?,c2rpqs,-1
294,What cities are in countries that contain towns?,c2rpqs,-1
295,What is the occupation of humans born in which country?,c2rpqs,-1
296,Which humans are located in which country's administrative territorial entity according to Wikidata?,c2rpqs,-1
297,What paintings depict alcoholic beverages?,c2rpqs,-1
298,What are some paintings that depict text?,c2rpqs,-1
299,What musical instruments are depicted in paintings on Wikidata?,c2rpqs,-1
300,What images depict paintings in geographic regions?,c2rpqs,-1
301,What are the images of paintings that are also classified as alcoholic beverages on Wikidata?,c2rpqs,-1
302,What are the images associated with geographic regions on Wikidata?,c2rpqs,-1
303,What are the images and types of instances or subclasses of entities in Wikidata?,c2rpqs,-1
304,"What are the images, instances, and subclasses of entities in Wikidata?",c2rpqs,-1
305,Which foods have an image and what are their instances and subclasses?,c2rpqs,-1
306,What are the images and coordinates of architectural structures on Wikidata?,c2rpqs,-1
307,"What are the images, coordinate locations, and geographic regions associated with items on Wikidata?",c2rpqs,-1
308,"Which items have an image, coordinate location, and instance/subclass information in Wikidata?",c2rpqs,-1
309,What are the images associated with entities that are subclasses of death?,c2rpqs,-1
310,"What are the images of relatives, siblings, fathers, mothers, and children of characters in the list of Harry Potter characters?",c2rpqs,-1
311,"Which items have an image and are located at coordinates, and have received the Nobel Prize or are a subclass of an item that has received the Nobel Prize?",c2rpqs,-1
312,What cities have an image and coordinate location in Wikidata?,c2rpqs,-1
313,What are the properties of the subclass of a specific type in Wikidata?,c2rpqs,-1
314,What female musicians were born in Germany?,c2rpqs,-1
315,What politicians were born in Poland?,c2rpqs,-1
316,What is the place of birth of people born in a geographic region?,c2rpqs,-1
317,What are the places of birth within geographic regions?,c2rpqs,-1
318,"What are the birth and death locations of humans, along with their dates of birth and death, who were born in and died in human settlements?",c2rpqs,-1
319,"What are the birth and death locations of individuals who were humans, along with their dates of birth and death, and the coordinates of those locations, with both locations being human settlements?",c2rpqs,-1
320,What are the elevations above sea level of mountains located in Germany?,c2rpqs,-1
321,What are the places of death of individuals who died on Mount Everest?,c2rpqs,-1
322,"What are the melting point, boiling point, and color of chemical compounds on Wikidata?",c2rpqs,-1
323,What female artists are listed in Wikidata?,c2rpqs,-1
324,Who are the female Members of Parliament who have a parent who was also a Member of Parliament?,c2rpqs,-1
325,Which female artists are citizens of Canada?,c2rpqs,-1
326,What female artists are citizens of Canada?,c2rpqs,-1
327,What are the female Members of Parliament who have a parent who is also a Member of Parliament?,c2rpqs,-1
328,What male athletes are present in Wikidata?,c2rpqs,-1
329,What are the genders of structures?,c2rpqs,-1
330,"What is the sex or gender, country of citizenship, SNAC ARK ID, and instance of for humans in Wikidata?",c2rpqs,-1
331,What are the occupations of human individuals with their respective genders?,c2rpqs,-1
332,What are the names of fossil taxa and their respective parent taxa and instances?,c2rpqs,-1
333,Which humans identified in Wikidata have a Musée d'Orsay artist ID and are classified as artists?,c2rpqs,-1
334,What academic disciplines do students study in?,c2rpqs,-1
335,Which individuals from the United Kingdom are interested in marine conservation?,c2rpqs,-1
336,What events take place at the Leipzig fairgrounds?,c2rpqs,-1
337,What are the locations of humans according to Wikidata?,c2rpqs,-1
338,What are the instances and Palissy IDs of locations in Pyrénées-Orientales in Wikidata?,c2rpqs,-1
339,What sports competitions in Canada include basketball?,c2rpqs,-1
340,What are the locations and coordinate locations of National Park System units?,c2rpqs,-1
341,What are all the instances of animals that belong to subclasses of animals in Wikidata?,c2rpqs,-1
342,What are the subclasses of electric-type Pokémon in Wikidata?,c2rpqs,-1
343,What occupations have subclasses?,c2rpqs,-1
344,What are the subclasses of composed musical work?,c2rpqs,-1
345,Which musical instruments have subclasses?,c2rpqs,-1
346,What are the academic disciplines in which a certain entity is a part of?,c2rpqs,-1
347,What are the names of individuals who are citizens of France and are classified as humans on Wikidata?,c2rpqs,-1
348,What is the nationality of individuals born in the People's Republic of China?,c2rpqs,-1
349,What is the list of humans who are citizens of the United States of America?,c2rpqs,-1
350,Which humans are citizens of Australia and either have the occupation of being a human or have instances of being a human?,c2rpqs,-1
351,What is the ISO 3166-2 code for Želvice and in which administrative territorial entity is it located?,c2rpqs,-1
