query_id,query,label
P346,"SELECT * WHERE {
	?x1 <located in the administrative territorial entity> ?x2 .
	?x1 <country> ?x3 .
	?x1 <instance of> ?c923 .
	?c923 <subclass of>* <city> .
}",0
P347,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Al Hadabi> <located in the administrative territorial entity>* ?x1 .
}",0
P348,"SELECT * WHERE {
	?x1 <coordinate location> ?x2 .
	?x1 <located in the administrative territorial entity>* <Mecklenburg-Western Pomerania> .
	?x1 <instance of> ?c71 .
	?c71 <subclass of>* <station> .
}",0
P349,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Amtsgericht Emmendingen> <located in the administrative territorial entity>* ?x1 .
}",0
P350,"SELECT * WHERE {
	<Marloes Coenen> <occupation> ?x1 .
	?x1 <subclass of>* ?c971 .
	?c971 <field of this occupation> ?x2 .
}",1
P351,"SELECT * WHERE {
	?x1 <located in the administrative territorial entity> ?x2 .
	?x1 <instance of> ?c922 .
	?c922 <subclass of>* <museum> .
	?x2 <located in the administrative territorial entity>* <New York City> .
}",0
P352,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Vrchoslav> <located in the administrative territorial entity>* ?x1 .
}",0
P353,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Niche of St. Philip Neri> <located in the administrative territorial entity>* ?x1 .
}",0
P354,"SELECT * WHERE {
	<Trinko Keen> <occupation> ?x1 .
	?x1 <subclass of>* ?c727 .
	?c727 <field of this occupation> ?x2 .
}",1
P355,"SELECT * WHERE {
	?x1 <sex or gender> ?x2 .
	?x1 <country of citizenship> ?x3 .
	?x1 <SNAC ARK ID> ?x4 .
	?x1 <Title not found> ?x5 .
	?x1 <instance of> ?c215 .
	?c215 <country of citizenship9>* <human> .
}",0
P356,"SELECT * WHERE {
	?x1 <instance of> <metro station> .
	?x1 <located in the administrative territorial entity>+ <Quebec> .
}",0
P357,"SELECT * WHERE {
	?x1 <owned by> ?x2 .
	?x1 <instance of> ?c966 .
	?c966 <subclass of>* <organization> .
}",0
P358,"SELECT * WHERE {
	?x1 <eye color> ?x2 .
	?x1 <instance of> ?c132 .
	?c132 <subclass of>* <human> .
}",1
P359,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Kleppelshagen> <located in the administrative territorial entity>* ?x1 .
}",0
P360,"SELECT * WHERE {
	?x1 <main subject> ?x2 .
	?x1 <part of>* <Noctes Atticae> .
}",0
P362,"SELECT * WHERE {
	?x1 <located in the administrative territorial entity> ?x2 .
	?x1 <instance of> ?x3 .
	?x4 <contains the administrative territorial entity> ?x2 .
	?x4 <located in the administrative territorial entity>* <Lower Saxony> .
	?x3 <subclass of>* <body of water> .
}",0
P363,"SELECT * WHERE {
	?x1 <located in the administrative territorial entity> ?x2 .
	?x1 <instance of> ?x3 .
	?x2 <located in the administrative territorial entity>* <Kern County> .
	?x3 <subclass of>* <administrative territorial entity> .
}",0
P364,"SELECT * WHERE {
	?x1 <country> <Myanmar> .
	?x1 <instance of> ?c153 .
	?c153 <subclass of>* <hospital> .
}",0
P365,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Elsen> <located in the administrative territorial entity>* ?x1 .
}",0
P366,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Buchenwälder im Rosengarten> <located in the administrative territorial entity>* ?x1 .
}",0
P367,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Glüsingen> <located in the administrative territorial entity>* ?x1 .
}",0
P368,"SELECT * WHERE {
	?x1 <has fruit type> ?x2 .
	?x1 <parent taxon>+ <plant> .
}",0
P369,"SELECT * WHERE {
	?x1 <taxon rank> <species> .
	?x1 <parent taxon> ?x2 .
	?x2 <parent taxon>* <Heron> .
}",0
P370,"SELECT * WHERE {
	?x1 <taxon rank> <species> .
	?x1 <parent taxon> ?x2 .
	?x2 <parent taxon>* <Hirundinidae> .
}",0
P371,"SELECT * WHERE {
	?x1 <population> ?x2 .
	?x1 <country> ?x3 .
	?x1 <instance of> ?c856 .
	?c856 <subclass of>* <city> .
}",0
P372,"SELECT * WHERE {
	<Nikki Havenaar> <occupation> ?x1 .
	?x1 <subclass of>* ?c237 .
	?c237 <field of this occupation> ?x2 .
}",1
P373,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<No label defined> <located in the administrative territorial entity>* ?x1 .
}",0
P374,"SELECT * WHERE {
	?x1 <occupation> ?x2 .
	?x1 <occupation> ?x2 .
	?x1 <instance of> <human> .
	?x2 <instance of>* ?c799 .
	?c799 <subclass of>* <murderer> .
}",0
P375,"SELECT * WHERE {
	?x1 <country> ?x2 .
	?x1 <coordinate location> ?x3 .
	?x1 <instance of> ?c83 .
	?c83 <subclass of>* <province of Afghanistan> .
}",0
P376,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Jabal A‘wās> <located in the administrative territorial entity>* ?x1 .
}",0
P378,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Jabal Shi‘b az Zahrā'> <located in the administrative territorial entity>* ?x1 .
}",0
P379,"SELECT * WHERE {
	?x1 <country> <Italy> .
	?x2 <instance of> ?c501 .
	?c501 <subclass of>* <electoral unit> .
}",0
P380,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Borstel> <located in the administrative territorial entity>* ?x1 .
}",0
P381,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<St. Nicholas Church, Fehmarn> <located in the administrative territorial entity>* ?x1 .
}",0
P382,"SELECT * WHERE {
	?x1 <located in the administrative territorial entity> ?x2 .
	?x1 <instance of> ?x3 .
	?x2 <located in the administrative territorial entity>* <Monroe County> .
	?x3 <subclass of>* <administrative territorial entity> .
}",0
P383,"SELECT * WHERE {
	?x1 <instance of> <fossil> .
	?x1 <located in the administrative territorial entity>* <United States of America> .
}",0
P384,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Höntrup> <located in the administrative territorial entity>* ?x1 .
}",0
P385,"SELECT * WHERE {
	?x1 <country> <Estonia> .
	?x1 <located in the administrative territorial entity> ?c804 .
	?c804 <instance of>* <village> .
}",0
P386,"SELECT * WHERE {
	?x1 <main subject> <Wikidata> .
	?x1 <instance of> ?c909 .
	?c909 <subclass of>* <article> .
}",1
P387,"SELECT * WHERE {
	?x1 <located in the administrative territorial entity> ?x2 .
	?x1 <country> <Germany> .
	?x1 <coordinate location> ?x3 .
	?x1 <instance of> ?c449 .
	?c449 <subclass of>* <human settlement> .
	?x1 <located in the administrative territorial entity>+ <Baden-Württemberg> .
}",0
P388,"SELECT * WHERE {
	<Joseph W. Ashy> <occupation> ?x1 .
	?x1 <subclass of>* ?c761 .
	?c761 <field of this occupation> ?x2 .
}",1
P389,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Hoftor> <located in the administrative territorial entity>* ?x1 .
}",0
P390,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<No label defined> <located in the administrative territorial entity>* ?x1 .
}",0
P392,"SELECT * WHERE {
	?x1 <country> <Japan> .
	?x1 <coordinate location> ?x2 .
	?x1 <instance of> ?c917 .
	?c917 <subclass of>* <geographic region> .
}",0
P393,"SELECT * WHERE {
	?x1 <instance of> ?x2 .
	?x1 <located in the administrative territorial entity>+ <Genoa> .
	?x2 <subclass of>+ <human settlement> .
}",0
P394,"SELECT * WHERE {
	?x1 <template has topic> ?x2 .
	?x1 <instance of> <Wikimedia infobox template> .
	<Midden-Drenthe> <instance of> ?c46 .
	?c46 <subclass of>* ?x2 .
}",0
P395,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<Brackel> <located in the administrative territorial entity>* ?x1 .
}",0
P396,"SELECT * WHERE {
	?x1 <country of citizenship> <United States of America> .
	?x1 <instance of> ?c627 .
	?c627 <country of citizenship9>* <human> .
}",0
P397,"SELECT * WHERE {
	?x1 <coordinate location> ?x2 .
	?x1 <instance of> ?c704 .
	?c704 <subclass of>* <university> .
	?x1 <located in the administrative territorial entity>* <London> .
}",0
P398,"SELECT * WHERE {
	?x1 <heritage designation> <architectural heritage monument> .
	?x1 <country> <Germany> .
	?x1 <located in the administrative territorial entity>+ <Bavaria> .
}",0
P399,"SELECT * WHERE {
	?x1 <creator> ?x2 .
	?x1 <location> ?x3 .
	?x2 <member of> <Royal Academy of Arts> .
	?x1 <instance of> ?c776 .
	?c776 <subclass of>* <painting> .
	?x3 <located in the administrative territorial entity>* <United Kingdom> .
}",0
P400,"SELECT * WHERE {
	?x1 <coordinate location> ?x2 .
	?x1 <instance of> ?c803 .
	?c803 <NACSIS-CAT author ID>* <mountain> .
}",0
P401,"SELECT * WHERE {
	?x1 <subclass of> ?x2 .
	?x1 <subclass of>* <musical instrument> .
}",0
P402,"SELECT * WHERE {
	?x1 <ISO 3166-2 code> ?x2 .
	<No label defined> <located in the administrative territorial entity>* ?x1 .
}",0
P403,"SELECT * WHERE {
	?x1 <country> ?x2 .
	?x2 <instance of> <country> .
	?x1 <instance of> ?c942 .
	?c942 <subclass of>* <first-level administrative division> .
}",0
